"","SpecCode","Species","Genus","Subfamily","Family","Order","Class","SuperClass"
"1892",2103,"Clarias alluaudi","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1893",2104,"Clarias werneri","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1894",2105,"Clarias ebriensis","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1895",2106,"Clarias cavernicola","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1896",2107,"Clarias nigromarmoratus","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1897",2108,"Clarias laeviceps","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1898",2110,"Clarias dumerilii","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1899",2111,"Clarias camerunensis","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"1900",2112,"Protomelas kirkii","Protomelas","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1901",2113,"Protomelas labridens","Protomelas","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1902",2114,"Protomelas pleurotaenia","Protomelas","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1903",2115,"Protomelas macrodon","Protomelas","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1904",2116,"Protomelas similis","Protomelas","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1905",2117,"Protomelas marginatus","Protomelas","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1906",2119,"Protomelas spilonotus","Protomelas","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1907",2120,"Protomelas insignis","Protomelas","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1908",2121,"Protomelas annectens","Protomelas","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1909",2122,"Protomelas fenestratus","Protomelas","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1910",2123,"Protomelas taeniolatus","Protomelas","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1911",2124,"Protomelas virgatus","Protomelas","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1912",2125,"Protomelas triaenodon","Protomelas","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1913",2126,"Protomelas spilopterus","Protomelas","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1914",2127,"Hemitaeniochromis urotaenia","Hemitaeniochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1915",2128,"Taeniochromis holotaenia","Taeniochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1916",2129,"Nyassachromis breviceps","Nyassachromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1917",2130,"Nyassachromis microcephalus","Nyassachromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1918",2131,"Nyassachromis nigritaeniatus","Nyassachromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1919",2132,"Nyassachromis serenus","Nyassachromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1920",2133,"Nyassachromis purpurans","Nyassachromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1921",2134,"Dimidiochromis strigatus","Dimidiochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1922",2135,"Dimidiochromis dimidiatus","Dimidiochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1923",2136,"Dimidiochromis kiwinge","Dimidiochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1924",2137,"Dimidiochromis compressiceps","Dimidiochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1925",2138,"Tyrannochromis macrostoma","Tyrannochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1926",2139,"Tyrannochromis polyodon","Tyrannochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1927",2140,"Tyrannochromis maculiceps","Tyrannochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1928",2141,"Tyrannochromis nigriventer","Tyrannochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1929",2142,"Cheilochromis euchilus","Cheilochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1930",2143,"Chilotilapia rhoadesii","Chilotilapia","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1931",2144,"Placidochromis longimanus","Placidochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1932",2145,"Aulonocara stonemani","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1933",2146,"Placidochromis hennydaviesae","Placidochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1934",2147,"Placidochromis electra","Placidochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1935",2148,"Placidochromis milomo","Placidochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1936",2149,"Placidochromis johnstoni","Placidochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1937",2150,"Placidochromis subocularis","Placidochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1938",2151,"Lethrinops lethrinus","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1939",2152,"Lethrinops leptodon","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1940",2153,"Lethrinops lunaris","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1941",2154,"Lethrinops argenteus","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1942",2155,"Lethrinops longipinnis","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1943",2156,"Lethrinops christyi","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1944",2157,"Lethrinops altus","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1945",2158,"Lethrinops gossei","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1946",2159,"Lethrinops microdon","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1947",2160,"Lethrinops micrentodon","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1948",2161,"Lethrinops longimanus","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1949",2162,"Lethrinops macracanthus","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1950",2163,"Lethrinops mylodon","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1951",2164,"Lethrinops oculatus","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1952",2165,"Lethrinops marginatus","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1953",2166,"Lethrinops albus","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1954",2167,"Lethrinops furcifer","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1955",2168,"Lethrinops auritus","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1956",2169,"Lethrinops microstoma","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1957",2170,"Lethrinops macrochir","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1958",2171,"Lethrinops parvidens","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1959",2172,"Lethrinops macrophthalmus","Lethrinops","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1960",2173,"Aulonocara nyassae","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1961",2174,"Aulonocara guentheri","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1962",2176,"Aulonocara rostratum","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1963",2177,"Aulonocara auditor","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1964",2178,"Aulonocara brevirostre","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1965",2179,"Aulonocara baenschi","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1966",2180,"Aulonocara trematocephalum","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1967",2181,"Aulonocara ethelwynnae","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1968",2182,"Aulonocara hansbaenschi","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1969",2183,"Aulonocara hueseri","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1970",2184,"Aulonocara jacobfreibergi","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1971",2185,"Aulonocara korneliae","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1972",2186,"Aulonocara maylandi","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1973",2187,"Aulonocara kandeensis","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1974",2188,"Aulonocara saulosi","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1975",2189,"Aulonocara steveni","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1976",2190,"Aulonocara stuartgranti","Aulonocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1977",2191,"Alticorpus macrocleithrum","Alticorpus","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1978",2192,"Alticorpus mentale","Alticorpus","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1979",2193,"Alticorpus profundicola","Alticorpus","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1980",2194,"Alticorpus peterdaviesi","Alticorpus","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1981",2196,"Nyassachromis leuciscus","Nyassachromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1982",2197,"Otopharynx auromarginatus","Otopharynx","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1983",2198,"Otopharynx heterodon","Otopharynx","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1984",2199,"Otopharynx ovatus","Otopharynx","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1985",2200,"Otopharynx tetrastigma","Otopharynx","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1986",2201,"Otopharynx brooksi","Otopharynx","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1987",2202,"Otopharynx lithobates","Otopharynx","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1988",2203,"Otopharynx speciosus","Otopharynx","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1989",2204,"Otopharynx decorus","Otopharynx","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1990",2205,"Otopharynx argyrosoma","Otopharynx","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1991",2206,"Otopharynx selenurus","Otopharynx","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1992",2207,"Otopharynx tetraspilus","Otopharynx","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1993",2208,"Stigmatochromis pleurospilus","Stigmatochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1994",2209,"Stigmatochromis woodi","Stigmatochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1995",2210,"Stigmatochromis modestus","Stigmatochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1996",2211,"Stigmatochromis pholidophorus","Stigmatochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1997",2212,"Ctenopharynx nitidus","Ctenopharynx","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1998",2213,"Ctenopharynx intermedius","Ctenopharynx","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"1999",2214,"Ctenopharynx pictus","Ctenopharynx","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2000",2215,"Exochochromis anagenys","Exochochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2001",2216,"Trematocranus microstoma","Trematocranus","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2002",2217,"Trematocranus placodon","Trematocranus","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2003",2218,"Trematocranus labifer","Trematocranus","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2004",2219,"Hemitilapia oxyrhyncha","Hemitilapia","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2005",2220,"Naevochromis chrysogaster","Naevochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2006",2221,"Cyrtocara moorii","Cyrtocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2007",2222,"Mylochromis ericotaenia","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2008",2223,"Mylochromis plagiotaenia","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2009",2224,"Mylochromis labidodon","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2010",2225,"Mylochromis balteatus","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2011",2226,"Mylochromis melanotaenia","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2012",2227,"Mylochromis epichorialis","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2013",2228,"Mylochromis incola","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2014",2229,"Mylochromis lateristriga","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2015",2230,"Mylochromis semipalatus","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2016",2231,"Mylochromis guentheri","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2017",2232,"Mylochromis mollis","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2018",2233,"Mylochromis mola","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2019",2234,"Mylochromis sphaerodon","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2020",2235,"Mylochromis anaphyrmus","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2021",2236,"Mylochromis obtusus","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2022",2237,"Mylochromis formosus","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2023",2238,"Mylochromis melanonotus","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2024",2239,"Sciaenochromis ahli","Sciaenochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2025",2240,"Mylochromis gracilis","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2026",2241,"Mylochromis spilostichus","Mylochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2027",2242,"Buccochromis nototaenia","Buccochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2028",2243,"Buccochromis lepturus","Buccochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2029",2244,"Buccochromis rhoadesii","Buccochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2030",2245,"Buccochromis heterotaenia","Buccochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2031",2246,"Buccochromis atritaeniatus","Buccochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2032",2247,"Buccochromis oculatus","Buccochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2033",2248,"Buccochromis spectabilis","Buccochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2034",2249,"Champsochromis caeruleus","Champsochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"2035",2250,"Champsochromis spilorhynchus","Champsochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
